school_id,school_name,borough,building_code,street_address,city,State,zip_code,latitude,longitude,number,start_time,end_time,day_length,enrollment,percent_white,percent_black,percent_hispanic,percent_asian,math_avg,reading_avg,writing_avg,final_sat,percent_tested,tested
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",Brooklyn,K580,105 Johnson Street,6,NY,11201,40.69494,-73.98604,718-875-1473,8:40,16:07,7:27,458,0.04,0.7,0.2,0.07,503,477,427,1407,0.19,18.5
13K527,Urban Assembly Institute of Math and Science for Young Women,Brooklyn,K313,283 Adams Street,6,NY,11201,40.69462,-73.98862,718-260-2300,8:30,15:20,6:50,470,0.05,0.74,0.15,0.04,397,415,407,1219,0.82,82.4
13K483,Urban Assembly School for Law and Justice,Brooklyn,K313,283 Adams Street,6,NY,11201,40.69462,-73.98862,718-858-1160,8:40,15:40,7:00,448,0.01,0.71,0.22,0.02,446,443,430,1319,0.88,87.6
15K519,Cobble Hill School of American Studies,Brooklyn,K804,347 Baltic Street,6,NY,11201,40.68458,-73.99109,718-403-9544,8:00,15:00,7:00,596,0.04,0.64,0.25,0.05,416,420,402,1238,0.55,55.3
13K605,George Westinghouse Career and Technical Education High School,Brooklyn,K580,105 Johnson Street,6,NY,11201,40.69494,-73.98604,718-625-6130,8:30,15:30,7:00,634,0.02,0.74,0.2,0.03,394,422,400,1216,0.45,45.3
13K350,Urban Assembly High School of Music and Art,Brooklyn,K805,49 Flatbush Avenue Extension,6,NY,11201,40.69717,-73.98496,718-858-0249,8:30,16:00,7:30,387,0.01,0.78,0.21,0.01,372,372,361,1105,0.55,55.1
18K629,Cultural Academy for the Arts and Sciences,Brooklyn,K415,5800 Tilden Avenue,6,NY,11203,40.64866,-73.9219,718-968-6630,8:00,15:00,7:00,353,0.01,0.9,0.09,0.01,382,395,384,1161,0.57,57.3
17K745,Brooklyn Institute for Liberal Arts,Brooklyn,K470,600 Kingston Avenue,6,NY,11203,40.65952,-73.94255,718-221-1097,8:00,15:00,7:00,253,0,0.94,0.03,0.02,,,,0,,0
18K569,Kurt Hahn Expeditionary Learning School,Brooklyn,K415,5800 Tilden Avenue,6,NY,11203,40.64866,-73.9219,718-629-1204,8:30,15:30,7:00,341,0,0.91,0.07,0.01,378,394,388,1160,0.73,72.6
17K531,School for Human Rights,Brooklyn,K470,600 Kingston Avenue,6,NY,11203,40.65952,-73.94255,718-771-4793,8:00,15:00,7:00,424,0.01,0.91,0.07,0.01,398,411,400,1209,0.61,60.8
18K563,It Takes a Village Academy,Brooklyn,K415,5800 Tilden Avenue,6,NY,11203,40.64866,-73.9219,718-629-2307,8:15,16:15,8:00,566,0.01,0.9,0.06,0.01,364,374,361,1099,0.62,62.2
17K546,High School for Public Service: Heroes of Tomorrow,Brooklyn,K470,600 Kingston Avenue,6,NY,11203,40.65952,-73.94255,718-756-5325,8:30,15:15,6:45,454,0.01,0.76,0.17,0.05,468,454,464,1386,0.95,95.4
18K589,Arts and Media Preparatory Academy,Brooklyn,K232,905 Winthrop Street,6,NY,11203,40.65846,-73.92903,718-773-3908,8:50,15:40,6:50,279,0.01,0.83,0.13,0.01,370,383,374,1127,0.64,64.2
17K533,School for Democracy and Leadership,Brooklyn,K470,600 Kingston Avenue,6,NY,11203,40.65952,-73.94255,718-771-4865,8:00,14:50,6:50,319,0.02,0.88,0.07,0.01,386,385,390,1161,0.54,53.5
20K609,Urban Assembly School for Criminal Justice,Brooklyn,K223,4200 16th Avenue,6,NY,11204,40.63491,-73.98152,718-438-3893,8:45,15:45,7:00,496,0.15,0.18,0.2,0.47,428,413,417,1258,0.84,83.6
20K505,Franklin Delano Roosevelt High School,Brooklyn,K505,5800 20th Avenue,6,NY,11204,40.62026,-73.98201,718-621-8800,9:30,16:15,6:45,3220,0.19,0.12,0.29,0.4,504,411,407,1322,0.54,54
13K412,"Brooklyn Community High School of Communication, Arts, and Media",Brooklyn,K117,300 Willoughby Avenue,6,NY,11205,40.69258,-73.95887,718-230-5748,8:30,15:20,6:50,404,0.01,0.79,0.18,0.01,358,386,380,1124,0.52,51.7
13K265,Dr. Susan S. McKinney Secondary School of the Arts,Brooklyn,K265,101 Park Avenue,6,NY,11205,40.69634,-73.97577,718-834-6760,8:00,15:15,7:15,421,0.01,0.73,0.23,0.01,332,346,350,1028,0.55,55.1
13K670,Benjamin Banneker Academy,Brooklyn,K914,71-77 Clinton Avenue,6,NY,11205,40.69566,-73.96929,718-797-3702,8:00,15:00,7:00,916,0.01,0.86,0.09,0.03,479,484,472,1435,0.86,85.5
14K071,Juan Morel Campos Secondary School,Brooklyn,K071,215 Heyward Street,6,NY,11206,40.70358,-73.95324,718-302-7900,8:00,14:15,6:15,692,0.03,0.14,0.83,0,366,356,353,1075,0.56,56.3
14K449,Brooklyn Latin School,Brooklyn,K049,223 Graham Avenue,6,NY,11206,40.7099,-73.94366,718-366-0154,8:00,14:30,6:30,676,0.14,0.19,0.15,0.36,625,588,591,1804,0.98,97.5
14K322,Foundations Academy,Brooklyn,K033,70 Tompkins Avenue,6,NY,11206,40.69706,-73.94668,718-302-5092,8:30,15:30,7:00,113,0,0.67,0.29,0.02,,,,0,0.19,18.9
14K614,Young Women's Leadership School of Brooklyn,Brooklyn,K147,325 Bushwick Avenue,6,NY,11206,40.7056,-73.93948,718-387-5641,7:30,14:45,7:15,380,0.01,0.64,0.28,0.03,,,,0,0,0
14K454,Green School: An Academy for Environmental Careers,Brooklyn,K049,223 Graham Avenue,6,NY,11206,40.7099,-73.94366,718-599-1207,8:00,15:30,7:30,276,0.01,0.38,0.59,0.01,384,398,399,1181,0.41,41.1
14K586,Lyons Community School,Brooklyn,K049,223 Graham Avenue,6,NY,11206,40.7099,-73.94366,718-782-0918,8:40,15:30,6:50,520,0.02,0.4,0.56,0.02,374,376,357,1107,0.56,56.3
19K510,World Academy for Total Community Health High School,Brooklyn,K435,400 Pennsylvania Avenue,6,NY,11207,40.66755,-73.8948,718-922-0650,8:05,14:20,6:15,284,0.01,0.76,0.19,0.03,380,389,384,1153,0.41,40.9
19K502,FDNY High School for Fire and Life Safety,Brooklyn,K435,400 Pennsylvania Avenue,6,NY,11207,40.66755,-73.8948,718-922-0389,8:00,15:00,7:00,324,0.02,0.72,0.24,0.01,365,369,357,1091,0.48,47.7
19K660,W. H. Maxwell Career and Technical Education High School,Brooklyn,K660,145 Pennsylvania Avenue,6,NY,11207,40.67422,-73.89645,718-345-9100,8:00,15:07,7:07,506,0.01,0.7,0.28,0.01,326,333,350,1009,0.39,38.5
19K504,High School for Civil Rights,Brooklyn,K435,400 Pennsylvania Avenue,6,NY,11207,40.66755,-73.8948,718-922-6289,8:00,15:15,7:15,319,0.02,0.74,0.23,0,391,373,376,1140,0.26,26.4
19K507,Performing Arts and Technology High School,Brooklyn,K435,400 Pennsylvania Avenue,6,NY,11207,40.66755,-73.8948,718-922-0762,8:05,15:00,6:55,406,0.01,0.81,0.18,0,375,393,394,1162,0.4,39.8
19K409,East New York Family Academy,Brooklyn,K819,2057 Linden Boulevard,6,NY,11207,40.66064,-73.88634,718-927-0012,8:00,15:00,7:00,479,0,0.68,0.3,0.02,464,451,421,1336,0.67,66.7
19K639,Brooklyn Lab School,Brooklyn,K420,999 Jamaica Avenue,6,NY,11208,40.69114,-73.86843,718-235-3592,8:22,15:11,6:49,334,0.01,0.36,0.57,0.05,383,376,370,1129,0.47,46.8
19K583,Multicultural High School,Brooklyn,K420,999 Jamaica Avenue,6,NY,11208,40.69114,-73.86843,718-827-2796,8:15,15:15,7:00,229,0,0,1,0,319,323,284,926,0.29,28.6
19K683,"School for Classics: An Academy of Thinkers, Writers, and Performers",Brooklyn,K218,370 Fountain Avenue,6,NY,11208,40.67068,-73.87422,718-277-1069,8:00,15:00,7:00,308,0.04,0.61,0.26,0.08,387,391,383,1161,0.53,52.8
19K764,Urban Assembly School for Collaborative Healthcare,Brooklyn,K420,999 Jamaica Avenue,6,NY,11208,40.69114,-73.86843,347-470-2511,8:15,15:15,7:00,62,0.05,0.4,0.32,0.11,,,,0,,0
19K422,Spring Creek Community School,Brooklyn,K422,1065 Elton Street,6,NY,11208,40.65752,-73.87478,718-688-7200,,,0:00,,,,,,,,,0,,0
19K615,Transit Tech Career and Technical Education High School,Brooklyn,K615,1 Wells Street,6,NY,11208,40.67823,-73.87597,718-647-5204,8:30,14:45,6:15,1093,0.01,0.64,0.27,0.06,387,387,384,1158,0.37,37.2
19K659,Cypress Hills Collegiate Preparatory School,Brooklyn,K420,999 Jamaica Avenue,6,NY,11208,40.69114,-73.86843,718-647-1672,8:10,15:00,6:50,330,0.03,0.2,0.71,0.05,365,370,362,1097,0.54,53.8
19K404,Academy for Young Writers,Brooklyn,K422,1065 Elton Street,6,NY,11208,40.65752,-73.87478,718-688-7230,9:05,15:30,6:25,547,0.01,0.73,0.22,0.02,382,413,391,1186,0.81,81.2
19K618,Academy of Innovative Technology,Brooklyn,K420,999 Jamaica Avenue,6,NY,11208,40.69114,-73.86843,718-827-2469,7:45,14:30,6:45,413,0.01,0.46,0.46,0.05,395,376,359,1130,0.57,57.4
20K490,Fort Hamilton High School,Brooklyn,K490,8301 Shore Road,6,NY,11209,40.62791,-74.03995,718-748-1537,9:00,15:45,6:45,4372,0.34,0.05,0.29,0.3,513,456,451,1420,0.69,68.7
22K405,Midwood High School,Brooklyn,K405,2839 Bedford Avenue,6,NY,11210,40.63334,-73.95292,718-724-8500,8:45,15:30,6:45,3787,0.23,0.3,0.13,0.34,550,514,516,1580,0.86,85.7
14K474,PROGRESS High School for Professional Careers,Brooklyn,K450,850 Grand Street,6,NY,11211,40.71196,-73.94043,718-387-0228,8:00,14:45,6:45,1098,0.01,0.35,0.63,0.01,380,377,384,1141,0.45,44.9
14K478,"High School for Enterprise, Business, and Technology",Brooklyn,K450,850 Grand Street,6,NY,11211,40.71196,-73.94043,718-387-2800,7:45,15:45,8:00,1001,0.03,0.36,0.57,0.04,463,446,425,1334,0.55,54.5
14K488,Brooklyn Preparatory High School,Brooklyn,K650,257 North 6th Street,6,NY,11211,40.71504,-73.95465,718-486-2550,8:20,15:10,6:50,494,0.02,0.55,0.4,0.02,391,406,391,1188,0.75,74.5
14K685,El Puente Academy for Peace and Justice,Brooklyn,K778,250 Hooper Street,6,NY,11211,40.70577,-73.95573,718-387-1125,9:00,15:30,6:30,245,0.01,0.12,0.85,0,344,380,379,1103,0.63,62.5
14K477,School for Legal Studies,Brooklyn,K450,850 Grand Street,6,NY,11211,40.71196,-73.94043,718-387-2800,8:00,15:30,7:30,598,0.01,0.46,0.5,0.01,393,390,394,1177,0.35,34.8
14K561,Williamsburg Preparatory School,Brooklyn,K650,257 North 6th Street,6,NY,11211,40.71504,-73.95465,718-302-2306,8:15,15:15,7:00,682,0.1,0.16,0.7,0.03,443,440,430,1313,0.88,87.8
14K558,Williamsburg High School for Architecture and Design,Brooklyn,K650,257 North 6th Street,6,NY,11211,40.71504,-73.95465,718-388-1260,8:15,15:15,7:00,595,0.04,0.32,0.6,0.02,415,424,407,1246,0.6,60.1
23K514,Frederick Douglass Academy VII High School,Brooklyn,K175,226 Bristol Street,6,NY,11212,40.66581,-73.9117,718-485-3789,9:07,15:27,6:20,319,0,0.88,0.11,0,400,407,394,1201,0.65,65.4
23K697,Teachers Preparatory High School,Brooklyn,K175,226 Bristol Street,6,NY,11212,40.66581,-73.9117,718-498-2605,8:20,14:40,6:20,390,0.01,0.83,0.16,0,394,399,412,1205,0.57,56.6
17K122,Pathways in Technology Early College High School,Brooklyn,K625,150 Albany Avenue,6,NY,11213,40.6754,-73.93888,718-221-1593,8:15,16:30,8:15,438,0.01,0.86,0.09,0.03,446,442,410,1298,0.69,69.4
17K751,Academy for Health Careers,Brooklyn,K625,150 Albany Avenue,6,NY,11213,40.6754,-73.93888,718-773-0128,8:30,14:45,6:15,373,0.01,0.86,0.09,0.02,406,405,396,1207,0.48,48.1
16K455,Boys and Girls High School,Brooklyn,K455,1700 Fulton Street,6,NY,11213,40.67943,-73.93243,718-467-1700,8:15,15:15,7:00,648,0.02,0.87,0.09,0.01,399,392,394,1185,0.36,35.6
16K765,Nelson Mandela School for Social Justice,Brooklyn,K455,1700 Fulton Street,6,NY,11213,40.67943,-73.93243,718-935-3604,8:30,16:00,7:30,124,0.02,0.86,0.11,0,,,,0,,0
21K348,High School of Sports Management,Brooklyn,K400,2630 Benson Avenue,6,NY,11214,40.59359,-73.98473,718-333-7650,7:45,15:45,8:00,290,0.06,0.72,0.17,0.04,367,374,361,1102,0.56,56.2
21K690,Brooklyn Studio Secondary School,Brooklyn,K721,8310 21st Avenue,6,NY,11214,40.60488,-73.99442,718-266-5032,8:00,14:30,6:30,901,0.53,0.05,0.25,0.16,458,434,434,1326,0.68,67.8
21K337,International High School at Lafayette,Brooklyn,K400,2630 Benson Avenue,6,NY,11214,40.59359,-73.98473,718-333-7860,9:15,16:00,6:45,358,0.26,0.09,0.24,0.41,424,343,337,1104,0.84,84.3
21K572,Expeditionary Learning School for Community Leaders,Brooklyn,K400,2630 Benson Avenue,6,NY,11214,40.59359,-73.98473,718-333-7700,8:25,15:15,6:50,271,0.23,0.17,0.42,0.16,420,396,396,1212,0.75,75
20K445,New Utrecht High School,Brooklyn,K445,1601 80th Street,6,NY,11214,40.61342,-74.00365,718-232-2500,8:00,15:00,7:00,3480,0.28,0.04,0.29,0.39,488,422,417,1327,0.63,63.2
21K559,Life Academy High School for Film and Music,Brooklyn,K400,2630 Benson Avenue,6,NY,11214,40.59359,-73.98473,718-333-7750,8:15,15:00,6:45,271,0.14,0.52,0.27,0.07,369,379,378,1126,0.7,70.2
21K468,Kingsborough Early College School,Brooklyn,K400,2630 Benson Avenue,6,NY,11214,40.59359,-73.98473,718-333-7850,8:00,14:20,6:20,564,0.43,0.26,0.24,0.07,474,462,449,1385,0.66,65.8
15K463,Secondary School for Journalism,Brooklyn,K460,237 7th Avenue,6,NY,11215,40.6696,-73.97926,718-832-4201,8:25,15:12,6:47,285,0.06,0.47,0.38,0.07,408,435,415,1258,0.59,58.8
15K684,Millennium Brooklyn High School,Brooklyn,K460,237 7th Avenue,6,NY,11215,40.6696,-73.97926,718-832-4333,8:00,14:30,6:30,566,0.31,0.26,0.27,0.1,553,551,539,1643,0.8,79.6
15K464,Park Slope Collegiate,Brooklyn,K460,237 7th Avenue,6,NY,11215,40.6696,-73.97926,718-832-4300,8:15,15:15,7:00,423,0.04,0.46,0.37,0.08,405,377,395,1177,0.6,59.6
15K462,Secondary School for Law,Brooklyn,K460,237 7th Avenue,6,NY,11215,40.6696,-73.97926,718-832-4250,8:25,15:12,6:47,351,0.03,0.66,0.26,0.02,420,424,414,1258,0.75,74.7
13K595,Bedford Academy High School,Brooklyn,K994,1119 Bedford Avenue,6,NY,11216,40.68538,-73.95427,718-398-3061,8:00,16:15,8:15,364,0.01,0.85,0.08,0.03,505,464,456,1425,0.96,96.2
15K592,Khalil Gibran International Academy,Brooklyn,K806,362 Schermerhorn Street,6,NY,11217,40.68674,-73.98023,718-237-2502,8:00,15:00,7:00,174,0.28,0.48,0.06,0.16,,,,0,,0
15K656,Brooklyn High School of the Arts,Brooklyn,K655,345 Dean Street,6,NY,11217,40.68365,-73.98047,718-855-2412,8:15,15:00,6:45,870,0.02,0.7,0.23,0.02,439,441,436,1316,0.81,80.6
13K430,Brooklyn Technical High School,Brooklyn,K430,29 Ft Greene Place,6,NY,11217,40.68811,-73.97675,718-804-6400,8:45,15:15,6:30,5447,0.21,0.08,0.08,0.61,682,608,606,1896,0.96,95.5
22K555,Brooklyn College Academy,Brooklyn,K917,350 Coney Island Avenue,6,NY,11218,40.6492,-73.97169,718-853-6184,8:00,15:00,7:00,605,0.05,0.72,0.09,0.08,502,495,493,1490,0.98,98.1
20K485,High School of Telecommunication Arts and Technology,Brooklyn,K485,350 67th Street,6,NY,11220,40.63725,-74.02382,718-759-3400,8:00,15:00,7:00,1329,0.16,0.08,0.57,0.18,475,440,445,1360,0.82,81.6
32K545,EBC High School for Public Service in Bushwick,Brooklyn,K913,1155 Dekalb Avenue,6,NY,11221,40.69448,-73.92915,718-452-3440,8:00,15:45,7:45,514,0,0.08,0.91,0,389,374,378,1141,0.5,50
16K498,Brooklyn High School for Law and Technology,Brooklyn,K987,1396 Broadway,6,NY,11221,40.68893,-73.92108,718-919-1256,8:00,15:00,7:00,596,0.01,0.71,0.24,0.03,395,401,383,1179,0.63,62.7
16K688,Brooklyn Academy of Global Finance,Brooklyn,K057,125 Stuyvesant Avenue,6,NY,11221,40.69154,-73.93373,718-574-3126,8:15,15:12,6:57,152,0.02,0.72,0.2,0.06,395,382,391,1168,0.46,45.9
16K393,Frederick Douglass Academy IV Secondary School,Brooklyn,K026,1014 Lafayette Avenue,6,NY,11221,40.69213,-73.9315,718-574-2820,8:00,14:20,6:20,92,0.01,0.83,0.14,0.01,,,,0,0.43,42.9
32K556,Bushwick Leaders High School for Academic Excellence,Brooklyn,K865,797 Bushwick Avenue,6,NY,11221,40.695,-73.92799,718-919-4212,8:15,16:45,8:30,317,0,0.17,0.81,0.01,393,368,382,1143,0.47,46.8
14K610,Automotive High School,Brooklyn,K610,50 Bedford Avenue,6,NY,11222,40.72264,-73.95258,718-218-9301,8:45,15:50,7:05,383,0.03,0.56,0.38,0.02,367,381,328,1076,0.32,31.6
14K632,Frances Perkins Academy,Brooklyn,K610,50 Bedford Avenue,6,NY,11222,40.72264,-73.95258,718-388-7721,8:00,15:00,7:00,142,0.02,0.63,0.32,0.01,399,413,400,1212,0.46,46.3
21K540,John Dewey High School,Brooklyn,K540,50 Avenue X,6,NY,11223,40.58924,-73.98175,718-373-6400,8:13,15:05,6:52,2006,0.14,0.29,0.21,0.36,512,418,396,1326,0.63,62.7
21K344,Rachel Carson High School for Coastal Studies,Brooklyn,K303,521 West Avenue,6,NY,11224,40.58212,-73.97289,718-265-0329,8:00,15:15,7:15,560,0.44,0.23,0.22,0.1,436,430,421,1287,0.68,68.4
17K548,Brooklyn School for Music and Theatre,Brooklyn,K440,883 Classon Avenue,6,NY,11225,40.6703,-73.96165,718-230-6250,8:10,15:00,6:50,386,0.01,0.83,0.16,0.01,382,393,377,1152,0.72,72.2
17K547,Brooklyn Academy of Science and the Environment,Brooklyn,K440,883 Classon Avenue,6,NY,11225,40.6703,-73.96165,718-230-6363,8:30,16:15,7:45,453,0.01,0.8,0.13,0.05,419,411,416,1246,0.59,58.5
17K590,Medgar Evers College Preparatory School,Brooklyn,K590,1186 Carroll Street,6,NY,11225,40.66716,-73.95086,718-703-5400,7:15,15:15,8:00,1271,0.01,0.91,0.03,0.03,525,500,481,1506,0.89,89
17K600,Clara Barton High School,Brooklyn,K600,901 Classon Avenue,6,NY,11225,40.67027,-73.96165,718-636-4900,8:15,15:30,7:15,1499,0.01,0.9,0.06,0.02,408,424,407,1239,0.55,55
17K524,International High School at Prospect Heights,Brooklyn,K440,883 Classon Avenue,6,NY,11225,40.6703,-73.96165,718-230-6333,8:30,15:15,6:45,414,0.13,0.29,0.39,0.18,344,302,300,946,0.82,81.7
17K528,High School for Global Citizenship,Brooklyn,K440,883 Classon Avenue,6,NY,11225,40.6703,-73.96165,718-230-6300,8:00,15:00,7:00,246,0.03,0.82,0.13,0.02,377,386,375,1138,0.62,61.9
17K543,"Science, Technology, and Research Early College High School at Erasmus",Brooklyn,K465,911 Flatbush Avenue,6,NY,11226,40.64944,-73.95843,718-564-2540,8:00,14:45,6:45,516,0.01,0.87,0.06,0.04,496,491,484,1471,0.92,91.5
17K382,Academy for College Preparation and Career Exploration (College Board),Brooklyn,K465,911 Flatbush Avenue,6,NY,11226,40.64944,-73.95843,718-564-2566,8:00,15:30,7:30,505,0.01,0.85,0.12,0.02,386,397,393,1176,0.57,57.3
17K537,High School for Youth and Community Development at Erasmus,Brooklyn,K465,911 Flatbush Avenue,6,NY,11226,40.64944,-73.95843,718-564-2470,8:00,15:00,7:00,384,0.02,0.85,0.09,0.02,360,382,359,1101,0.63,63.2
17K539,High School for Service and Learning at Erasmus,Brooklyn,K465,911 Flatbush Avenue,6,NY,11226,40.64944,-73.95843,718-564-2551,8:00,15:40,7:40,445,0.02,0.83,0.11,0.03,377,382,356,1115,0.46,45.5
17K408,Academy of Hospitality and Tourism,Brooklyn,K465,911 Flatbush Avenue,6,NY,11226,40.64944,-73.95843,718-564-2580,8:00,14:45,6:45,285,0.01,0.85,0.1,0.04,374,385,375,1134,0.62,62
22K425,James Madison High School,Brooklyn,K425,3787 Bedford Avenue,6,NY,11229,40.60976,-73.94845,718-758-7200,8:10,14:48,6:38,3088,0.44,0.17,0.17,0.21,492,450,444,1386,0.69,69
21K525,Edward R. Murrow High School,Brooklyn,K525,1600 Avenue L,6,NY,11230,40.6205,-73.95923,718-258-9283,8:05,14:45,6:40,3968,0.27,0.23,0.22,0.27,500,479,472,1451,0.75,75.2
15K448,Brooklyn Secondary School for Collaborative Studies,Brooklyn,K142,610 Henry Street,6,NY,11231,40.67986,-74.00148,718-923-4700,8:30,14:50,6:20,685,0.09,0.39,0.45,0.06,401,411,404,1216,0.84,84.1
15K667,Sunset Park High School,Brooklyn,K564,153 35th Street,6,NY,11232,40.65595,-74.0055,718-840-1900,8:45,15:30,6:45,1333,0.07,0.09,0.77,0.07,398,380,381,1159,0.62,61.6
23K493,Brooklyn Collegiate (College Board),Brooklyn,K055,2021 Bergen Street,6,NY,11233,40.67414,-73.91349,718-922-1145,8:30,14:45,6:15,353,0,0.88,0.1,0.01,394,395,399,1188,0.64,64.4
16K594,Gotham Professional Arts Academy,Brooklyn,K040,265 Ralph Avenue,6,NY,11233,40.68046,-73.9222,718-455-0746,8:45,15:15,6:30,226,0.01,0.82,0.15,0.01,377,396,386,1159,0.51,50.7
23K644,Eagle Academy for Young Men II,Brooklyn,K271,1137 Herkimer Street,6,NY,11233,40.67783,-73.91582,718-495-0863,8:45,15:00,6:15,576,0.02,0.85,0.12,0,,,,0,0,0
22K535,Leon M. Goldstein High School for the Sciences,Brooklyn,K535,1830 Shore Boulevard,6,NY,11235,40.58085,-73.93609,718-368-8500,8:15,14:30,6:15,1081,0.59,0.1,0.11,0.19,563,534,543,1640,0.94,94
21K410,Abraham Lincoln High School,Brooklyn,K410,2800 Ocean Parkway,6,NY,11235,40.58231,-73.96747,718-333-7400,7:28,15:10,7:42,2341,0.2,0.4,0.24,0.15,441,422,422,1285,0.55,54.9
22K611,Origins High School,Brooklyn,K495,3000 Avenue X,6,NY,11235,40.59419,-73.93684,718-891-0037,8:45,16:00,7:15,213,0.23,0.42,0.22,0.13,,,,0,,0
21K620,William E. Grady Career and Technical Education High School,Brooklyn,K620,25 Brighton 4th Road,6,NY,11235,40.58255,-73.96372,718-332-5000,8:00,15:30,7:30,613,0.06,0.69,0.18,0.05,416,423,387,1226,0.31,31.4
18K642,Urban Action Academy,Brooklyn,K500,1600 Rockaway Parkway,6,NY,11236,40.64184,-73.89869,718-290-8720,8:10,15:20,7:10,309,0.04,0.79,0.12,0.03,362,396,393,1151,0.45,44.9
18K566,Brooklyn Generation School,Brooklyn,K515,6565 Flatlands Avenue,6,NY,11236,40.63263,-73.9178,718-968-4200,8:30,15:20,6:50,286,0.01,0.85,0.09,0.02,392,406,403,1201,0.5,50
18K633,High School for Medical Professions,Brooklyn,K500,1600 Rockaway Parkway,6,NY,11236,40.64184,-73.89869,718-290-8700,8:00,15:00,7:00,432,0,0.82,0.13,0.03,404,427,424,1255,0.6,60.2
18K617,High School for Innovation in Advertising and Media,Brooklyn,K500,1600 Rockaway Parkway,6,NY,11236,40.64184,-73.89869,718-290-8760,8:00,15:15,7:15,303,0.03,0.86,0.1,0.01,390,410,397,1197,0.59,59.1
18K576,Victory Collegiate High School,Brooklyn,K515,6565 Flatlands Avenue,6,NY,11236,40.63263,-73.9178,718-968-1530,8:30,15:30,7:00,331,0.01,0.89,0.06,0.01,386,408,402,1196,0.73,72.7
18K567,Brooklyn Theatre Arts High School,Brooklyn,K515,6565 Flatlands Avenue,6,NY,11236,40.63263,-73.9178,718-968-1072,8:30,15:23,6:53,395,0.02,0.82,0.13,0.01,379,393,373,1145,0.69,69.1
18K637,Academy for Conservation and the Environment,Brooklyn,K515,6565 Flatlands Avenue,6,NY,11236,40.63263,-73.9178,718-968-4101,8:33,15:19,6:46,308,0.01,0.86,0.1,0.02,381,397,390,1168,0.51,50.8
32K554,All City Leadership Secondary School,Brooklyn,K554,321 Palmetto Street,6,NY,11237,40.69741,-73.91315,718-246-6500,7:45,14:30,6:45,358,0.02,0.15,0.77,0.06,467,446,448,1361,0.85,85
32K168,Brooklyn School for Math and Research,Brooklyn,K480,400 Irving Avenue,6,NY,11237,40.69696,-73.91082,718-381-7100,8:15,15:45,7:30,247,0.05,0.54,0.38,0.02,,,,0,0,0
32K549,Bushwick School for Social Justice,Brooklyn,K480,400 Irving Avenue,6,NY,11237,40.69696,-73.91082,718-381-7100,8:15,15:00,6:45,405,0.03,0.21,0.76,0.01,365,357,357,1079,0.5,50
32K403,Academy for Environmental Leadership,Brooklyn,K480,400 Irving Avenue,6,NY,11237,40.69696,-73.91082,718-381-7100,8:00,15:00,7:00,340,0.02,0.19,0.77,0.02,365,366,348,1079,0.71,71.3
32K552,Academy of Urban Planning,Brooklyn,K480,400 Irving Avenue,6,NY,11237,40.69696,-73.91082,718-381-7100,8:15,15:45,7:30,279,0.01,0.23,0.74,0.01,392,374,379,1145,0.42,41.9
13K499,ACORN Community High School,Brooklyn,K909,561 Grand Avenue,6,NY,11238,40.67851,-73.96207,718-789-2258,8:15,15:15,7:00,504,0.02,0.84,0.13,0.01,379,395,385,1159,0.61,61.3
25Q460,Flushing High School,Queens,Q460,35-01 Union Street,7,NY,11354,40.76524,-73.82786,718-888-7500,8:51,15:37,6:46,2186,0.04,0.24,0.51,0.2,444,407,405,1256,0.46,46.1
25Q241,Queens High School for Language Studies,Queens,Q460,35-01 Union Street,7,NY,11354,40.76524,-73.82786,718-888-7530,8:00,15:37,7:37,205,0.02,0.1,0.24,0.61,,,,0,,0
25Q240,Veritas Academy,Queens,Q460,35-01 Union Street,7,NY,11354,40.76524,-73.82786,718-888-7520,7:50,14:40,6:50,275,0.13,0.14,0.52,0.2,,,,0,,0
25Q281,East-West School of International Studies,Queens,Q237,46-21 Colden Street,7,NY,11355,40.7493,-73.82181,718-353-0009,7:50,15:00,7:10,666,0.05,0.15,0.18,0.61,521,457,451,1429,0.89,89.4
25Q263,Flushing International High School,Queens,Q189,144-80 Barclay Avenue,7,NY,11355,40.76041,-73.81838,718-463-2348,8:40,15:30,6:50,437,0.03,0.03,0.38,0.56,481,323,323,1127,0.68,67.7
25Q285,World Journalism Preparatory (College Board),Queens,Q025,34-65 192nd Street,7,NY,11358,40.76512,-73.79006,718-461-2219,8:00,15:00,7:00,610,0.5,0.09,0.23,0.16,484,491,487,1462,0.89,89.2
26Q495,Bayside High School,Queens,Q405,32-24 Corporal Kennedy Street,8,NY,11361,40.77187,-73.78039,718-229-7600,8:00,15:30,7:30,3336,0.18,0.13,0.28,0.4,523,479,485,1487,0.77,76.7
26Q415,Benjamin N. Cardozo High School,Queens,Q415,57-00 223rd Street,9,NY,11364,40.75239,-73.75608,718-279-6500,9:00,16:00,7:00,3505,0.15,0.2,0.19,0.44,563,505,510,1578,0.76,75.6
26Q430,Francis Lewis High School,Queens,Q430,58-20 Utopia Parkway,10,NY,11365,40.74056,-73.79285,718-281-8200,8:30,15:15,6:45,4172,0.15,0.07,0.23,0.54,562,483,485,1530,0.81,80.7
25Q252,Queens School of Inquiry,Queens,Q168,158-40 76th Road,10,NY,11366,40.72452,-73.80943,718-380-6929,8:38,14:57,6:19,557,0.19,0.2,0.22,0.36,516,493,486,1495,0.88,88.2
